Country,Commodity_Type,Order_Volume_Units,Lead_Time_Days,On_Time_Delivery_%,Delivery_Delay_Days,Disruption_Type,Supplier_Reliability_Score,Resupply_Time_Days,Stockout_Frequency_per_Year,Transport_Mode,Freight_Cost_USD,CO2_Emissions_tons,Warehouse_Type,Data_Year,Disruption_Severity,Outcome_Metric
Ghana,Maternal_Health,884874,46,77.88843156,6.425948408,None,0.957036181,57.67741759,0.171267465,Ocean,113338.9531,15894.80814,COE,2022,1,0.507
Kenya,Contraceptive,939493,65,80.484767,3.613688133,Port_Closure,0.772113947,55.86732875,0.140331274,Land,115981.7567,15638.96737,RDC,2021,2,0.609
Zambia,Malaria_RDT,828799,63,83.36995881,5.227584851,None,0.942553407,43.68795,0.153234518,Ocean,73856.98124,9542.913312,RDC,2022,1,0.583
Malawi,Malaria_RDT,3583716,44,89.88008011,7.556429229,Flood,0.833049061,65.71249158,0.062908899,Land,90281.49062,16774.87096,3PL,2022,3,0.63
Malawi,Contraceptive,3557447,68,83.7746637,3.191042184,None,0.77940798,21.10624871,0.045548788,Land,53777.73927,13329.16136,3PL,2024,1,0.715
Mozambique,Malaria_RDT,929459,56,87.27812893,6.088447018,Port_Closure,0.985782261,57.34500687,0.081348111,Land,83389.55009,9041.383141,RDC,2020,2,0.639
Malawi,Maternal_Health,2231533,56,86.67614606,9.661483469,Conflict,0.93919252,36.78310709,0.004845172,Ocean,118160.0407,15787.70986,3PL,2020,5,0.585
Mozambique,HIV_ARV,1872744,53,88.49524418,7.49484638,None,0.988333463,38.47974327,0.183751135,Air,135049.1699,8203.755269,3PL,2021,1,0.542
Kenya,Maternal_Health,2341136,54,80.82592534,0.24266793,Port_Closure,0.748775327,34.46524447,0.077402853,Ocean,81231.40118,3369.380627,3PL,2021,2,0.74
Ethiopia,Maternal_Health,3691644,68,91.29596858,4.124759896,Port_Closure,0.741714375,22.5993815,0.197711321,Ocean,75574.08166,5779.613399,RDC,2021,2,0.632
Uganda,Malaria_RDT,3893139,65,78.96411508,6.067449006,Conflict,0.845979606,46.83515817,0.152289884,Land,41906.56793,12006.13516,RDC,2020,4,0.534
Uganda,HIV_ARV,3143510,65,83.76093399,6.658351569,Port_Closure,0.88520669,25.11140327,0.016103002,Ocean,67045.86062,19164.38036,RDC,2024,2,0.641
Kenya,Malaria_RDT,4982400,56,85.89547296,4.242952885,Port_Closure,0.749607427,32.90801837,0.132037656,Land,82945.44154,14251.2188,COE,2024,2,0.64
Nigeria,LLIN,4235224,63,89.80072424,3.080633327,Conflict,0.949524894,33.43921108,0.054167833,Air,79768.52145,12590.06746,RDC,2023,4,0.762
Nigeria,Malaria_RDT,4497395,46,92.89654668,5.203288805,Port_Closure,0.854283909,51.94691861,0.048743729,Ocean,67975.23026,18276.54746,3PL,2020,2,0.73
Malawi,Malaria_RDT,902050,60,89.8401576,1.739345888,None,0.819173132,39.11588097,0.051312534,Ocean,120612.5464,15041.00781,RDC,2023,1,0.803
Uganda,Malaria_RDT,2411216,53,93.07958179,8.299202798,None,0.874595565,10.67510426,0.18321501,Air,97420.37139,17096.03302,COE,2022,1,0.55
Uganda,HIV_ARV,2617587,34,81.85412035,10.60604292,Flood,0.884136577,29.21155271,0.099996035,Ocean,80033.84798,16889.20606,3PL,2021,4,0.476
Mozambique,Malaria_RDT,4845464,39,91.9518524,6.184081905,Conflict,0.712407151,21.25422818,0.13389418,Air,105510.0335,11745.08329,Public_Depot,2023,4,0.632
Ethiopia,HIV_ARV,314237,48,91.09328365,4.302684339,COVID_Lockdown,0.989968873,46.02978499,0.056189565,Ocean,84219.84226,12073.39005,RDC,2023,5,0.736
Zambia,Contraceptive,4519353,59,74.01862471,7.822703,COVID_Lockdown,0.805536677,25.80529237,0.104590891,Ocean,131571.357,9666.165639,RDC,2020,5,0.49
Nigeria,LLIN,4890351,48,84.89767878,7.315787673,Conflict,0.717847368,32.72997356,0.070020028,Ocean,61152.87315,16323.00324,Public_Depot,2021,4,0.597
Uganda,HIV_ARV,2564719,49,89.01018712,4.173377762,Flood,0.947173721,61.00404051,0.064227808,Ocean,94846.49616,8089.517711,3PL,2021,3,0.717
Mozambique,Contraceptive,1958911,62,83.42293067,4.856469292,Conflict,0.987975417,47.64131247,0.04939377,Ocean,21232.573,9456.106805,RDC,2024,5,0.665
Ghana,HIV_ARV,4052981,49,80.57087414,3.171396983,Port_Closure,0.936743968,26.02495662,0.08180138,Ocean,73248.61753,12719.94224,COE,2023,3,0.662
Mozambique,HIV_ARV,1469920,68,96.57087609,5.494054475,Port_Closure,0.947045922,49.90058096,0.132006022,Ocean,89556.95522,13439.70512,3PL,2024,2,0.685
Nigeria,LLIN,2229441,66,86.55520075,5.89672742,None,0.881521183,31.38602134,0.044408755,Air,75367.65024,15346.65764,RDC,2023,1,0.665
Nigeria,Maternal_Health,2787946,55,86.69202717,2.659602037,None,0.967474418,49.87059969,0.193088797,Air,51843.35183,12833.4498,3PL,2020,1,0.638
Mozambique,Maternal_Health,3798529,62,79.45502943,1.775970975,Conflict,0.71036418,35.05201628,0.024922335,Ocean,64172.07406,11545.20404,RDC,2020,5,0.729
Zambia,HIV_ARV,3608818,61,82.93819502,1.021953764,Port_Closure,0.92234992,28.47967018,0.096041442,Air,54806.32336,15892.17509,Public_Depot,2022,2,0.724
Kenya,Malaria_RDT,1499466,52,81.51079685,6.249603988,None,0.894505966,27.35837752,0.017005643,Air,81418.57894,16657.22126,RDC,2023,1,0.634
Nigeria,Contraceptive,1411236,63,91.39487615,4.965552291,None,0.714379641,43.45153674,0.004533064,Ocean,108552.9709,6200.820269,3PL,2023,1,0.759
Mozambique,Malaria_RDT,2138062,65,88.5231681,4.749277559,Conflict,0.857752338,50.9562552,0.184535464,Ocean,74597.23038,17278.1745,RDC,2021,4,0.608
Uganda,Malaria_RDT,2406632,45,83.14718154,6.393577767,Flood,0.8493675,44.46880532,0.162076959,Ocean,139267.7751,11692.72663,RDC,2021,3,0.548
Mozambique,HIV_ARV,1884907,56,88.80250119,2.297114073,Port_Closure,0.900544925,34.80831196,0.138831075,Ocean,91859.68289,19392.29298,3PL,2024,2,0.706
Ethiopia,HIV_ARV,3911774,56,84.73239927,1.789241794,Port_Closure,0.722484109,18.43187478,0.173038163,Ocean,23542.94265,10399.27539,RDC,2022,2,0.659
Kenya,HIV_ARV,3683795,63,87.17245359,5.723245757,Port_Closure,0.933530848,32.32779043,0.160569685,Ocean,94994.94718,9021.966597,RDC,2020,3,0.592
Ghana,HIV_ARV,3527084,50,87.14881944,0,None,0.740426998,24.97559946,0.129447544,Ocean,83488.11479,15592.11084,3PL,2023,1,0.759
Zambia,Maternal_Health,4377802,49,88.10133605,4.223046407,Port_Closure,0.821412738,56.42283212,0.169468465,Land,126321.8198,21523.24957,Public_Depot,2024,2,0.629
Malawi,HIV_ARV,3449752,56,87.49825962,12.39933912,Conflict,0.955573522,35.21819371,0.078160111,Ocean,84490.82473,6508.989939,COE,2022,4,0.473
Ghana,Maternal_Health,3850986,66,88.10524826,0.954387611,None,0.862554166,43.60456132,0.110550367,Air,77405.28474,16353.57189,COE,2021,1,0.759
Kenya,Maternal_Health,773858,43,92.27904155,3.71077292,None,0.810081365,35.87612345,0.155262131,Land,147188.2449,15241.29554,COE,2022,1,0.683
Kenya,HIV_ARV,2868907,44,89.20281377,0,None,0.71397865,45.15622597,0.016959603,Ocean,21828.86011,12869.52646,COE,2024,1,0.877
Kenya,LLIN,94816,49,84.31549119,4.298815825,Port_Closure,0.89495932,48.61808828,0.171729093,Land,74671.93348,21293.3224,COE,2020,2,0.598
Ghana,Contraceptive,54138,51,85.51023627,10.89960928,None,0.986098562,67.94145668,0.031366091,Ocean,92971.15873,5346.883963,COE,2021,1,0.527
Uganda,Malaria_RDT,4213960,37,92.15085294,6.40075231,Port_Closure,0.964420956,34.52889416,0.172908251,Land,73018.44022,17449.78023,3PL,2021,3,0.6
Kenya,Maternal_Health,3286904,69,86.56211227,3.158662073,Port_Closure,0.908015862,52.51726762,0.062266574,Ocean,21975.85238,16891.45263,3PL,2020,2,0.726
Mozambique,Contraceptive,3914044,53,84.12990791,11.54423194,Conflict,0.730534929,43.33500454,0.065356569,Ocean,97122.61134,17789.69465,3PL,2021,4,0.484
Ghana,LLIN,271552,52,82.84430829,0,Port_Closure,0.769437627,33.06251604,0.014789738,Air,71260.2758,17282.88913,RDC,2024,2,0.816
Malawi,Malaria_RDT,93764,71,87.36519054,6.361829479,None,0.754186216,33.91907178,0.177179925,Land,80912.78817,13941.44518,Public_Depot,2021,1,0.566
Kenya,Malaria_RDT,2270182,62,81.72571599,5.194738361,Port_Closure,0.803083876,45.65082916,0.03490208,Ocean,122765.7133,11779.70123,Public_Depot,2023,2,0.652
Mozambique,Maternal_Health,1947951,49,92.42397712,4.258925957,Flood,0.768299996,36.4407732,0.12600998,Air,94133.87573,10558.50383,COE,2022,3,0.693
Uganda,HIV_ARV,366462,56,80.81090823,7.421274421,None,0.770887439,41.25922448,0.12879352,Air,66398.97199,15350.87225,COE,2024,1,0.53
Ethiopia,LLIN,939855,54,93.39033863,1.454061775,Flood,0.878851681,47.97574707,0.056230301,Ocean,96807.69676,12975.03783,3PL,2020,4,0.839
Uganda,Maternal_Health,1464718,69,84.57384842,5.937867902,COVID_Lockdown,0.79242377,69.94362843,0.197132191,Ocean,72266.13111,12156.98404,Public_Depot,2024,5,0.545
Malawi,LLIN,2207280,53,80.61631323,5.556974968,None,0.896377234,40.38981318,0.012833244,Ocean,75893.10772,10785.19434,RDC,2023,1,0.648
Kenya,HIV_ARV,858301,40,86.94587869,2.386962011,Flood,0.974888001,26.46191881,0.121574402,Ocean,107719.8005,11369.47618,RDC,2021,4,0.703
Malawi,HIV_ARV,4230266,36,81.23480421,10.84998674,Conflict,0.885158596,44.77587163,0.095908785,Air,65748.18952,16108.0999,3PL,2021,5,0.469
Ghana,Maternal_Health,4396657,69,86.17185881,4.45448821,Port_Closure,0.917980436,34.19164796,0.049096821,Land,101847.002,13074.46185,COE,2024,2,0.698
Nigeria,HIV_ARV,162935,47,83.11228234,4.584048883,Flood,0.91795832,62.72329641,0.032710342,Air,78096.90959,17836.86887,Public_Depot,2021,4,0.681
Kenya,Contraceptive,4101889,61,90.72536634,1.916968474,None,0.795903809,34.03464451,0.147416872,Land,69761.66416,7587.696221,RDC,2021,1,0.724
Nigeria,Malaria_RDT,1388306,55,86.68374805,4.509978647,None,0.704337818,40.22076481,0.183262975,Ocean,69865.93241,15482.16428,COE,2023,1,0.602
Mozambique,Maternal_Health,2200205,50,80.05749584,12.00426382,Flood,0.715963909,47.47496692,0.021509252,Ocean,66580.41434,8967.581169,Public_Depot,2020,3,0.47
Ethiopia,LLIN,4330650,52,83.0148173,4.24186442,Flood,0.781797473,45.89560891,0.038796042,Land,87677.9182,17836.80601,RDC,2022,3,0.685
Zambia,Contraceptive,4573535,70,89.52473625,6.556105829,COVID_Lockdown,0.899967523,56.68231012,0.197253949,Land,76757.80094,17943.56124,COE,2024,5,0.562
Malawi,Maternal_Health,4650145,40,92.43546052,7.851643196,None,0.96293811,48.00980331,0.003004535,Ocean,126085.3043,7358.992809,RDC,2020,1,0.68
Uganda,HIV_ARV,4802989,51,85.77362596,4.455793067,Port_Closure,0.978051496,68.11536091,0.101650394,Ocean,58386.15332,9937.697382,COE,2022,3,0.656
Ethiopia,HIV_ARV,1419391,64,80.77801719,3.771229093,None,0.707496113,45.39391,0.10322257,Land,101293.5129,10108.76145,COE,2020,1,0.633
Kenya,HIV_ARV,4360518,42,91.27018155,6.416791644,None,0.987125301,55.58924277,0.052632305,Ocean,119298.3521,18050.32076,COE,2024,1,0.68
Nigeria,HIV_ARV,2632153,68,89.50281837,4.276224893,Port_Closure,0.793524193,34.36898835,0.132605776,Ocean,136903.7799,10623.67657,Public_Depot,2023,2,0.666
Uganda,LLIN,903329,63,92.53269792,4.004464782,None,0.944457306,63.69788311,0.188988181,Air,60646.77498,15760.03503,3PL,2023,1,0.65
Nigeria,Contraceptive,1780085,57,87.45104559,7.819669683,None,0.752285684,35.82764737,0.090042786,Land,115731.5682,10355.24347,COE,2023,1,0.588
Ghana,Malaria_RDT,2076110,49,83.39701542,4.791730739,None,0.718240495,57.83240046,0.149883901,Air,91177.0212,17301.80153,COE,2020,1,0.596
Nigeria,LLIN,3134562,40,88.58444243,8.639719515,None,0.809723073,50.70302479,0.129214052,Air,116567.2423,17698.7695,RDC,2024,1,0.549
Ghana,LLIN,4645130,62,87.63164612,4.724219935,COVID_Lockdown,0.949088363,40.8000335,0.094588373,Ocean,65659.93051,19679.60219,RDC,2021,5,0.668
Mozambique,Malaria_RDT,486542,82,83.12563154,1.048413325,Conflict,0.764039226,57.94805412,0.00996246,Air,81512.20828,12314.2318,Public_Depot,2021,5,0.794
Uganda,Malaria_RDT,4616701,56,86.99319292,0,None,0.744647624,39.85613929,0.148349961,Ocean,74089.56184,13011.15478,3PL,2023,1,0.741
Uganda,HIV_ARV,4189394,36,85.02487056,0,Conflict,0.963843255,56.42062958,0.072650289,Land,71475.6913,12443.5221,RDC,2020,5,0.788
Zambia,LLIN,3030672,59,89.71768922,0.002118601,Flood,0.972117789,44.53659231,0.044898938,Ocean,86234.15616,13105.5246,Public_Depot,2021,4,0.857
Kenya,Maternal_Health,2112087,63,88.46003455,5.799613792,Conflict,0.703638978,35.47340244,0.18965373,Air,159846.9424,11297.56265,Public_Depot,2020,5,0.578
Ghana,Malaria_RDT,476674,45,80.74204303,2.08600192,None,0.910956364,43.84321606,0.154700554,Land,105066.4168,17228.22867,Public_Depot,2024,1,0.635
Zambia,Malaria_RDT,132409,48,80.2378871,0,Port_Closure,0.789670244,40.40924356,0.192453736,Ocean,74466.31776,9957.269254,COE,2023,3,0.648
Nigeria,Contraceptive,3678104,47,85.55094413,4.607282935,Conflict,0.808664267,34.68980061,0.051243386,Land,76241.2648,12421.68654,3PL,2022,4,0.687
Nigeria,Maternal_Health,4943180,49,86.16409643,1.754515799,None,0.836039863,42.79582984,0.167158666,Ocean,101876.5566,13770.37268,3PL,2023,1,0.676
Zambia,Maternal_Health,2045141,53,89.80488387,6.389297414,COVID_Lockdown,0.823769381,44.84424046,0.121544281,Ocean,79415.23887,14961.77505,3PL,2022,5,0.621
Uganda,Malaria_RDT,3875258,46,88.56651955,6.314805942,Conflict,0.849342398,10.54558112,0.196300738,Ocean,79521.2455,8236.733146,COE,2021,5,0.562
Nigeria,HIV_ARV,3549701,42,93.29342822,6.632258847,COVID_Lockdown,0.868884898,46.01636303,0.189263389,Land,51724.53807,12016.49447,COE,2022,5,0.589
Malawi,Contraceptive,1977716,56,83.66403268,0,None,0.835022696,48.89325756,0.194593609,Land,83588.16418,13088.33863,RDC,2020,1,0.674
Mozambique,Maternal_Health,1971672,53,83.37856965,5.136227379,None,0.903453427,57.41974891,0.190353524,Ocean,10000,16209.08989,RDC,2022,1,0.559
Mozambique,Malaria_RDT,1242503,50,81.20092997,4.6357928,None,0.908394482,25.16799253,0.001532173,Ocean,31947.73622,12145.6495,RDC,2021,1,0.685
Malawi,Maternal_Health,1183754,55,89.74703557,1.335067161,COVID_Lockdown,0.827704167,27.78995241,0.148217082,Land,74490.74781,12591.37409,Public_Depot,2021,5,0.73
Zambia,Contraceptive,2953609,39,86.10876092,0,None,0.741314313,42.51127797,0.054386912,Ocean,104808.233,13549.75886,3PL,2023,1,0.814
Malawi,Contraceptive,1496250,57,76.73198242,4.673945237,Port_Closure,0.885785287,31.44488862,0.141005419,Air,133340.7938,17196.82218,COE,2021,3,0.556
Ghana,LLIN,1693707,50,87.01082689,8.192348161,Port_Closure,0.924157447,25.72289506,0.19612224,Air,97041.02518,4793.726293,RDC,2020,3,0.508
Ghana,Malaria_RDT,4943091,57,87.32985084,0,None,0.885051761,35.03913238,0.007871878,Land,101026.9854,13424.1987,Public_Depot,2022,1,0.866
Zambia,Contraceptive,3850315,58,85.27826529,2.502437381,None,0.870535882,35.68215876,0.113397566,Ocean,88385.45228,17677.39491,COE,2024,1,0.693
Malawi,LLIN,3201396,66,87.48327426,5.394605339,Port_Closure,0.766529477,27.8122045,0.146990632,Ocean,110152.3932,9691.255236,Public_Depot,2021,2,0.612
Ghana,LLIN,3418270,56,79.8988215,8.374759983,Conflict,0.887089742,27.73215438,0.050671756,Land,91401.50663,9988.557035,Public_Depot,2022,5,0.547
Uganda,Maternal_Health,2302641,65,94.20515917,4.062885457,None,0.797108302,38.54417456,0.045024387,Ocean,96178.38043,17896.88965,Public_Depot,2023,1,0.778
Malawi,Maternal_Health,394126,51,87.90129713,10.79300884,Conflict,0.96667207,22.61646889,0.012069101,Ocean,38090.92015,11603.63921,3PL,2024,5,0.556
Uganda,LLIN,2455514,52,77.13150558,0,Flood,0.889578827,22.42338545,0.018783971,Ocean,92888.84199,11721.43327,COE,2023,3,0.757
Ghana,Maternal_Health,1892360,54,85.9705145,0,Flood,0.780672106,40.85810622,0.131349982,Land,85697.99191,14108.74399,COE,2020,3,0.747
Mozambique,Contraceptive,1187411,62,88.033601,8.053145149,Flood,0.837148804,58.06771808,0.101042124,Air,72515.77726,1064.269034,Public_Depot,2023,4,0.579
Ghana,HIV_ARV,1720357,61,80.43533963,0,None,0.94550857,48.79649602,0.006014445,Ocean,74724.39787,5726.326866,3PL,2022,1,0.8
Uganda,Contraceptive,2962511,56,88.6681514,6.384597009,Port_Closure,0.797284546,54.67142369,0.193932352,Air,44984.47245,15318.02393,Public_Depot,2024,2,0.563
Ethiopia,LLIN,3380922,42,94.40462812,4.116402685,Conflict,0.852377765,18.33927682,0.131209174,Ocean,101172.6024,12020.52646,RDC,2023,5,0.708
Kenya,LLIN,3749509,61,82.7781547,2.296998193,None,0.897104292,23.09679082,0.103093714,Land,92049.70601,12358.79993,COE,2023,1,0.686
Nigeria,Contraceptive,4205479,46,88.14219348,3.719998375,Port_Closure,0.918813508,40.1278022,0.054544847,Ocean,87076.24747,10370.65794,COE,2020,3,0.73
Malawi,Maternal_Health,4538155,45,87.04299299,1.132784319,None,0.750428731,50.03466443,0.131619777,Air,91900.03163,11900.01942,3PL,2022,1,0.727
Ethiopia,Maternal_Health,3352198,43,90.84145,4.044997834,Flood,0.863894168,47.65652647,0.072833573,Air,47613.56178,17768.13039,COE,2023,3,0.729
Ghana,LLIN,347986,54,85.45579048,5.052258003,Port_Closure,0.964537971,23.87001837,0.140498833,Ocean,137899.6861,13527.86223,COE,2022,2,0.611
Mozambique,Malaria_RDT,3816001,67,80.66641687,3.751334071,Port_Closure,0.980824337,53.6284843,0.136514384,Land,113292.692,17238.06796,COE,2021,3,0.609
Zambia,Maternal_Health,2515912,45,90.52091123,3.245191153,None,0.890282062,39.02381546,0.018548759,Ocean,103618.4505,12382.4522,3PL,2020,1,0.792
Ghana,Contraceptive,2072784,71,80.96369705,5.762410985,COVID_Lockdown,0.985261633,49.33273279,0.181852142,Air,129535.5251,13077.27751,Public_Depot,2020,5,0.535
Mozambique,Maternal_Health,903605,64,95.04430689,9.978715387,None,0.865513222,32.73906931,0.09739485,Air,91333.51713,14302.13682,COE,2020,1,0.573
Kenya,Contraceptive,2422948,40,88.80384675,4.201389794,Flood,0.828355459,21.47514775,0.078588988,Air,76525.41287,15106.23687,Public_Depot,2022,4,0.704
Ghana,LLIN,1365823,51,83.00553632,7.459971515,Port_Closure,0.859960363,50.15014186,0.191092429,Ocean,93214.68791,9610.37077,3PL,2023,3,0.504
Uganda,Maternal_Health,3483372,44,91.54325806,2.101469006,Conflict,0.733556594,45.63576263,0.087641856,Land,130808.0213,12896.76445,Public_Depot,2023,5,0.777
Zambia,Contraceptive,820692,61,85.95405483,0.997756098,None,0.816497617,25.0525078,0.144244183,Ocean,58165.47281,10298.59643,RDC,2022,1,0.711
Mozambique,LLIN,478745,45,84.8929722,6.359946162,Conflict,0.832937465,31.98192739,0.131027295,Air,130449.7672,19036.06151,COE,2022,4,0.581
Mozambique,Malaria_RDT,4882091,38,82.59565312,4.299396369,None,0.946102062,48.23304551,0.03302802,Air,44433.45948,6103.108572,3PL,2021,1,0.684
Mozambique,Contraceptive,723812,51,76.609105,8.388492025,Port_Closure,0.920008092,42.4724273,0.198228555,Land,100992.4222,15344.32196,3PL,2024,2,0.442
Kenya,Malaria_RDT,2982977,66,89.02196285,8.976270547,Flood,0.87441371,46.02030606,0.092720864,Air,115306.3563,9906.480188,Public_Depot,2024,4,0.566
Ghana,Malaria_RDT,3620118,53,77.85936619,7.517254527,Conflict,0.800710398,33.70775933,0.078956514,Ocean,104333.0351,8460.263597,COE,2020,4,0.537
Kenya,HIV_ARV,1408126,58,82.03352834,7.452074991,Flood,0.75424003,57.07752298,0.183922699,Land,116426.6134,11791.07985,3PL,2023,3,0.503
Malawi,Maternal_Health,3867042,59,88.16422277,0,Conflict,0.800851856,38.6661946,0.105847667,Ocean,81174.73546,18161.21574,RDC,2020,5,0.788
Nigeria,Contraceptive,4589170,39,83.49661799,6.333567499,None,0.897143181,11.59050744,0.141015392,Ocean,46806.06446,10430.85114,Public_Depot,2023,1,0.566
Nigeria,Malaria_RDT,586644,46,86.78575935,7.588639488,COVID_Lockdown,0.776280962,41.28326728,0.169249209,Land,116507.6406,5783.033409,RDC,2023,5,0.539
Malawi,HIV_ARV,702416,55,79.93152343,1.184652194,None,0.823797142,47.25931273,0.047098879,Ocean,140458.4559,9222.579435,RDC,2021,1,0.732
Ghana,LLIN,3197915,49,84.25770313,5.026317535,Flood,0.812163368,43.56492048,0.033893317,Ocean,80060.70152,13494.78278,Public_Depot,2022,4,0.678
Uganda,Contraceptive,2823737,72,86.81692852,1.871815357,Port_Closure,0.922021118,34.88036675,0.013701361,Ocean,105458.1764,6533.254374,RDC,2022,2,0.803
Kenya,Malaria_RDT,1757542,42,81.24263742,8.082531784,Port_Closure,0.956298248,16.55537594,0.17942666,Ocean,60208.28655,15884.91277,Public_Depot,2022,3,0.487
Zambia,Maternal_Health,4241896,45,94.43181739,2.132005805,None,0.902817577,32.20032638,0.040073419,Ocean,57945.36805,6675.219235,Public_Depot,2024,1,0.842
Mozambique,HIV_ARV,1524620,57,82.81288044,2.621413679,Port_Closure,0.799064656,33.33338634,0.061550809,Ocean,88220.48516,11071.22609,3PL,2022,3,0.709
Mozambique,Malaria_RDT,1224846,48,92.89208394,3.607849502,None,0.825621344,32.08970799,0.057161385,Air,63170.24334,16275.9491,3PL,2024,1,0.77
Ghana,Maternal_Health,2042569,26,85.16097228,11.74823067,None,0.741571545,47.34356385,0.060917598,Air,87886.60595,10991.1116,RDC,2020,1,0.487
Uganda,Malaria_RDT,1899395,74,78.15762217,8.01401681,None,0.74874826,35.99892348,0.133612225,Air,175909.5444,7627.295337,RDC,2024,1,0.496
Nigeria,Contraceptive,1039336,44,80.31549596,9.837811577,Port_Closure,0.747644845,56.58010127,0.190822712,Ocean,63823.53881,12636.69316,RDC,2023,3,0.437
Nigeria,Contraceptive,3188102,60,86.88039644,0,None,0.737870044,37.29328306,0.065890687,Air,95246.65943,11026.76386,RDC,2021,1,0.812
Mozambique,Contraceptive,2500979,42,91.16387876,1.192115761,None,0.752078556,54.59061026,0.081529431,Ocean,32247.22172,17847.14292,RDC,2021,1,0.804
Ghana,HIV_ARV,3955513,46,94.84888566,9.015738931,None,0.758779579,42.57357999,0.154229397,Ocean,100698.9871,16287.91899,3PL,2023,1,0.561
Kenya,Contraceptive,2082816,38,86.64109364,0,None,0.732435324,43.16574274,0.086467589,Land,63837.716,15025.31629,RDC,2020,1,0.791
Nigeria,Maternal_Health,111753,47,80.11378126,2.984947487,Conflict,0.885675609,31.80562129,0.185208554,Ocean,93779.16659,13086.21901,RDC,2021,5,0.588
Kenya,Malaria_RDT,1121984,48,87.3924254,11.16602402,COVID_Lockdown,0.987216445,23.7923949,0.10064361,Air,92976.76129,12124.69909,COE,2023,5,0.493
Uganda,LLIN,4368420,53,81.87392663,2.109605809,None,0.954964156,39.12007895,0.069546971,Land,89173.33962,12103.74039,Public_Depot,2021,1,0.708
Nigeria,Maternal_Health,705496,51,87.96095811,0,Flood,0.71322479,60.24216022,0.194314497,Ocean,56576.68009,6161.374006,Public_Depot,2024,3,0.709
Nigeria,Maternal_Health,2785090,40,81.29262724,5.142423513,Flood,0.822687055,34.49563502,0.085156375,Ocean,76484.78828,13011.78755,3PL,2021,4,0.616
Ethiopia,Contraceptive,3255228,49,75.55214881,0,Port_Closure,0.949200068,32.59155517,0.046234974,Ocean,92071.53436,9829.980517,Public_Depot,2024,2,0.721
Nigeria,HIV_ARV,2213349,69,92.5842783,8.711750219,Flood,0.739055697,37.93696205,0.035540163,Ocean,77720.87304,12657.52348,RDC,2024,4,0.634
Malawi,Malaria_RDT,543992,68,84.86791634,2.315423752,None,0.945817093,61.21825533,0.199036265,Air,127099.2275,13208.64669,Public_Depot,2021,1,0.627
Zambia,HIV_ARV,126240,59,86.24830167,1.714282913,Port_Closure,0.871883185,49.44324359,0.150597539,Air,86230.4891,11057.60988,3PL,2021,3,0.691
Malawi,Malaria_RDT,4479899,61,90.98350687,5.088147058,None,0.97007658,54.57115511,0.081731959,Ocean,55213.889,16732.39248,Public_Depot,2024,1,0.694
Ghana,Malaria_RDT,3941151,75,95.39423355,3.786686443,None,0.954051343,16.23592966,0.165272669,Ocean,97942.97259,8700.207705,Public_Depot,2021,1,0.696
Ghana,HIV_ARV,1377042,60,89.60040326,5.757047581,Flood,0.896339953,30.10443341,0.109361226,Land,11590.41051,11024.11116,COE,2020,3,0.645
Kenya,Maternal_Health,1998061,61,86.51500808,6.564513348,Port_Closure,0.890768571,30.52078987,0.063477915,Ocean,143846.4617,11686.45877,COE,2022,2,0.633
Malawi,Malaria_RDT,4435224,39,88.31436438,4.34813677,None,0.761817619,53.63305024,0.148677162,Ocean,33376.48727,17621.8513,RDC,2022,1,0.643
Malawi,HIV_ARV,948332,43,84.52608478,1.51565417,Port_Closure,0.73385836,47.91856033,0.149178948,Ocean,111893.8276,13124.24699,Public_Depot,2023,2,0.683
Malawi,Malaria_RDT,929854,54,86.18057189,7.191524855,Conflict,0.820464095,52.67069047,0.100033846,Air,107223.6398,12930.46341,RDC,2022,5,0.59
Uganda,LLIN,4075942,46,86.72431819,2.919770546,Conflict,0.754108211,17.49294401,0.009031668,Ocean,51083.8104,16482.05225,Public_Depot,2020,5,0.776
Nigeria,Maternal_Health,2584957,45,82.06687372,2.392733076,Flood,0.729700848,53.32405605,0.015404497,Ocean,101783.7601,10911.75959,RDC,2022,3,0.744
Zambia,Contraceptive,213187,46,86.10586793,5.427981845,Port_Closure,0.787674753,47.91191668,0.157749896,Air,64315.5482,16500.64147,RDC,2022,2,0.594
Kenya,Malaria_RDT,4699454,40,87.83550926,0,Port_Closure,0.949542083,28.91087384,0.164695275,Air,80037.14303,14591.19825,Public_Depot,2020,3,0.734
Malawi,LLIN,4753855,47,88.58508449,6.172628099,None,0.704972965,37.63689728,0.13565795,Ocean,99111.94827,17950.00281,COE,2024,1,0.608
Malawi,Contraceptive,1612518,58,88.18661891,5.587286012,None,0.784864928,29.27696587,0.167813715,Ocean,83550.0304,11483.77602,3PL,2022,1,0.597
Ethiopia,Contraceptive,1732678,72,79.30487391,8.365458921,None,0.822975134,38.84069542,0.143897494,Ocean,54998.42274,11822.20687,RDC,2023,1,0.49
Kenya,Malaria_RDT,217527,62,92.14629471,3.498823581,Port_Closure,0.848065227,45.3922659,0.179386924,Ocean,97311.23001,13568.61989,3PL,2022,2,0.668
Malawi,HIV_ARV,2794804,61,91.73140614,8.974494596,Port_Closure,0.752657477,56.85063482,0.030079655,Ocean,78756.63171,12756.78807,Public_Depot,2022,2,0.624
